candidate_id,name_de,source_url,category_proposal,location_scope,reviewer_verdict,review_notes
MB-2023-00823,Sanierung des Dorfteichs Lichtenrade,https://mein.berlin.de/vorhaben/2023-00823/,public_space,official_register_navigation_point_not_footprint,,
MB-2023-00817,Umbau der Bahnhofstraße,https://mein.berlin.de/vorhaben/2023-00817/,transport,official_register_navigation_point_not_footprint,,
MB-2023-00810,Neubau Senheimer Straße,https://mein.berlin.de/vorhaben/2023-00810/,transport,official_register_navigation_point_not_footprint,,
MB-2023-00798,Neubau eines Umspannwerks in Berlin Mitte,https://mein.berlin.de/vorhaben/2023-00798/,energy,official_register_navigation_point_not_footprint,,
MB-2023-00794,Nachnutzung Flughafen Tegel - Netzausbau,https://mein.berlin.de/vorhaben/2023-00794/,energy,official_register_navigation_point_not_footprint,,
MB-2023-00792,Neubau eines Umspannwerks im Rollberg-Kiez,https://mein.berlin.de/vorhaben/2023-00792/,energy,official_register_navigation_point_not_footprint,,
MB-2023-00791,Netzsanierung rund um die Claszeile und Modernisierung des Umspannwerks Claszeile,https://mein.berlin.de/vorhaben/2023-00791/,energy,official_register_navigation_point_not_footprint,,
MB-2023-00790,Neubau eines Umspannwerks in Marzahn,https://mein.berlin.de/vorhaben/2023-00790/,energy,official_register_navigation_point_not_footprint,,
MB-2023-00789,Erweiterungsneubau am Umspannwerk Tiefwerder,https://mein.berlin.de/vorhaben/2023-00789/,energy,official_register_navigation_point_not_footprint,,
MB-2023-00781,Sanierung und Ausbau der Gustave-Eiffel-Schule,https://mein.berlin.de/vorhaben/2023-00781/,education,official_register_navigation_point_not_footprint,,
MB-2023-00777,Neubau - Sportjugendclub Wildwuchs,https://mein.berlin.de/vorhaben/2023-00777/,civic_sport,official_register_navigation_point_not_footprint,,
MB-2023-00775,Neugestaltung - Metzer Platz,https://mein.berlin.de/vorhaben/2023-00775/,public_space,official_register_navigation_point_not_footprint,,
MB-2023-00766,Sanierung und Klimaanpassung Park am Weißen See,https://mein.berlin.de/vorhaben/2023-00766/,public_space,official_register_navigation_point_not_footprint,,
MB-2023-00756,Ersatzneubau Schulenburgbrücke,https://mein.berlin.de/vorhaben/2023-00756/,education,official_register_navigation_point_not_footprint,,
MB-2023-00735,Neugestaltung der Liebensteiner Promenade (nördlicher Teil),https://mein.berlin.de/vorhaben/2023-00735/,public_space,official_register_navigation_point_not_footprint,,
MB-2023-00733,Erneuerung der Torstraße in Mitte; 1. Teilabschnitt zwischen Chausseestraße und Rosenthaler Platz,https://mein.berlin.de/vorhaben/2023-00733/,public_space,official_register_navigation_point_not_footprint,,
MB-2023-00731,Sanierung Rummelsburger See,https://mein.berlin.de/vorhaben/2023-00731/,public_space,official_register_navigation_point_not_footprint,,
MB-2023-00716,Umbau der Karl-Marx-Straße - 3. Bauabschnitt zwischen Briesestraße und Weichselstraße,https://mein.berlin.de/vorhaben/2023-00716/,transport,official_register_navigation_point_not_footprint,,
MB-2023-00707,Umgestaltung Blochplatz,https://mein.berlin.de/vorhaben/2023-00707/,public_space,official_register_navigation_point_not_footprint,,
MB-2023-00706,Ausbau der Weserstraße zur Fahrradstraße,https://mein.berlin.de/vorhaben/2023-00706/,transport,official_register_navigation_point_not_footprint,,
MB-2023-00705,Erneuerung der Weichselstraße,https://mein.berlin.de/vorhaben/2023-00705/,transport,official_register_navigation_point_not_footprint,,
MB-2023-00704,Umgestaltung und Neugestaltung der Elbestraße,https://mein.berlin.de/vorhaben/2023-00704/,transport,official_register_navigation_point_not_footprint,,
MB-2023-00691,Grundhafte Erneuerung der B1 – Schloßstraße/Unter den Eichen zwischen Wolfensteindamm und Thielallee,https://mein.berlin.de/vorhaben/2023-00691/,transport,official_register_navigation_point_not_footprint,,
MB-2023-00683,Neugestaltung des Spielplatzes Singerstraße 114-117,https://mein.berlin.de/vorhaben/2023-00683/,public_space,official_register_navigation_point_not_footprint,,
MB-2023-00661,Neue Höfe. Mehr Nutzen. Klimagerechter Umbau des Serenadenhofes,https://mein.berlin.de/vorhaben/2023-00661/,public_space,official_register_navigation_point_not_footprint,,
MB-2022-00547,Sanierung Spielplatz Panketal,https://mein.berlin.de/vorhaben/2022-00547/,public_space,official_register_navigation_point_not_footprint,,
MB-2022-00543,Gehwegsanierung am Spittelmarkt,https://mein.berlin.de/vorhaben/2022-00543/,transport,official_register_navigation_point_not_footprint,,
MB-2022-00520,"Neubau Begegnungszentrum Westerwaldstraße mit Stadtteilzentrum, Seniorenklub, JugendTheaterwerkstatt",https://mein.berlin.de/vorhaben/2022-00520/,civic_sport,official_register_navigation_point_not_footprint,,
MB-2022-00516,Umgestaltung der Spiel- und Sportflächen an der Bornsdorfer Straße,https://mein.berlin.de/vorhaben/2022-00516/,civic_sport,official_register_navigation_point_not_footprint,,
MB-2021-00469,Neugestaltung Schmollerplatz Alt-Treptow,https://mein.berlin.de/vorhaben/2021-00469/,public_space,official_register_navigation_point_not_footprint,,
MB-2021-00464,Ausbau der Oderstraße zur Fahrradstraße,https://mein.berlin.de/vorhaben/2021-00464/,transport,official_register_navigation_point_not_footprint,,
MB-2021-00462,Grundhafte Erneuerung und Umgestaltung der Straße Unter den Linden von Pariser Platz bis Schloßbrücke,https://mein.berlin.de/vorhaben/2021-00462/,transport,official_register_navigation_point_not_footprint,,
